EventId->EventTemplate
I11->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"DFChangePaper--糊机判定为换材\r\n上次使用的：材质={prev_material}，楞型={prev_flute_type}，门幅={prev_width}\r\n即将使用的：材质={material}，楞型={flute_type}，门幅={width};下批材质={next_material}\r\n准备进入HandleGuChangePaper具体执行函数\r\n","ExceptionInfo":null}
I12->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"{handle_func_name} 已发送糊机换材消息，通知各执行类","ExceptionInfo":null}
I13->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"横切换单或者强换，触发判定是否横切换材\r\nLS0横切换材了。上笔材质={prev_ls0_material}，门幅={prev_ls0_width}；本批材质={ls0_material}，门幅={ls0_width}\r\nLS0有实际材质，不需要校准\r\nMS2横切换材了。上笔材质={prev_ms2_material}，门幅={prev_ms2_width}；本批材质={ms2_material}，门幅={ms2_width}\r\nMS2有实际材质，不需要校准\r\nLS2横切换材了。上笔材质={prev_ls2_material}，门幅={prev_ls2_width}；本批材质={ls2_material}，门幅={ls2_width}\r\nLS2有实际材质，不需要校准\r\n","ExceptionInfo":null}
I14->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"横切换单或者强换，触发判定是否横切换材\r\nLS2横切换材了。上笔材质={prev_ls2_material}，门幅={prev_ls2_width}；本批材质={ls2_material}，门幅={ls2_width}\r\nLS2有实际材质，不需要校准\r\n","ExceptionInfo":null}
I15->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"{handle_func_name} 准备发送{splicer_part}换材消息(取到数据库实际材质)，通知各执行类","ExceptionInfo":null}
G1->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"进入 {handle_func_name}，本次为正常换材，材质={meterial},楞型={flute_type}","ExceptionInfo":null}
G2->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"进入{set_func_name}准备点位赋值，芯纸材质={medium_material}，里纸材质={liner_material},楞型={flute_type}","ExceptionInfo":null}
G3->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"{set_func_name}--产生了一个新的任务，该任务终止","ExceptionInfo":null}
G4->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"{glue_part}糊间隙计算结果：车速值={speed1};最小糊间隙={min_glue1};最大糊间隙={max_glue1};最小克重={min_weight1};最大克重={max_weight1};当前胶水克重={current_glue_weight1};车速系数={speed_factor1};车速限制的最小值={min_speed1};QDM系数={qdm_factor1};界面系数={ui_factor1};偏移量={offset1};计算结果：{value1}\r\n{glue_part}糊间隙计算结果：车速值={speed2};最小糊间隙={min_glue2};最大糊间隙={max_glue2};最小克重={min_weight2};最大克重={max_weight2};当前胶水克重={current_glue_weight2};车速系数={speed_factor2};车速限制的最小值={min_speed2};QDM系数={qdm_factor2};界面系数={ui_factor2};偏移量={offset2};计算结果：{value2}\r\n{glue_part}糊间隙计算结果：车速值={speed3};最小糊间隙={min_glue3};最大糊间隙={max_glue3};最小克重={min_weight3};最大克重={max_weight3};当前胶水克重={current_glue_weight3};车速系数={speed_factor3};车速限制的最小值={min_speed3};QDM系数={qdm_factor3};界面系数={ui_factor3};偏移量={offset3};计算结果：{value3}\r\n{glue_part}糊间隙计算结果：车速值={speed4};最小糊间隙={min_glue4};最大糊间隙={max_glue4};最小克重={min_weight4};最大克重={max_weight4};当前胶水克重={current_glue_weight4};车速系数={speed_factor4};车速限制的最小值={min_speed4};QDM系数={qdm_factor4};界面系数={ui_factor4};偏移量={offset4};计算结果：{value4}\r\n{glue_part}糊间隙计算结果：车速值={speed5};最小糊间隙={min_glue5};最大糊间隙={max_glue5};最小克重={min_weight5};最大克重={max_weight5};当前胶水克重={current_glue_weight5};车速系数={speed_factor5};车速限制的最小值={min_speed5};QDM系数={qdm_factor5};界面系数={ui_factor5};偏移量={offset5};计算结果：{value5}\r\n{glue_part}糊间隙计算结果：车速值={speed6};最小糊间隙={min_glue6};最大糊间隙={max_glue6};最小克重={min_weight6};最大克重={max_weight6};当前胶水克重={current_glue_weight6};车速系数={speed_factor6};车速限制的最小值={min_speed6};QDM系数={qdm_factor6};界面系数={ui_factor6};偏移量={offset6};计算结果：{value6}\r\n{glue_part}糊间隙计算结果：车速值={speed7};最小糊间隙={min_glue7};最大糊间隙={max_glue7};最小克重={min_weight7};最大克重={max_weight7};当前胶水克重={current_glue_weight7};车速系数={speed_factor7};车速限制的最小值={min_speed7};QDM系数={qdm_factor7};界面系数={ui_factor7};偏移量={offset7};计算结果：{value7}\r\n{glue_part}糊间隙计算结果：车速值={speed8};最小糊间隙={min_glue8};最大糊间隙={max_glue8};最小克重={min_weight8};最大克重={max_weight8};当前胶水克重={current_glue_weight8};车速系数={speed_factor8};车速限制的最小值={min_speed8};QDM系数={qdm_factor8};界面系数={ui_factor8};偏移量={offset8};计算结果：{value8}\r\n","ExceptionInfo":null}
G5->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"{set_func_name}--{glue_part}糊间隙往设备写值动作完成,材质={material},楞型={flute_type}","ExceptionInfo":null}
G6->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"进入{handle_func_name} ，本次为正常换材，材质={material},楞型={flute_type}","ExceptionInfo":null}
G7->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"进入 {set_func_name} 准备点位赋值，材质={material},楞型={flute_type}","ExceptionInfo":null}
G8->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"糊机糊间隙赋值任务取消,因为该期间内又收到一个新的糊机糊间隙赋值任务","ExceptionInfo":null}
G9->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"糊机糊间隙设备部位和材质匹配失败！\r\n用户勾选的糊机糊间隙设备部位:\r\n下层={is_bottom_component_check}\r\n中层={is_medium_component_check}\r\n下层={is_top_component_check}\r\n当前糊间隙材质情况：1层={current_glue_one_layer_material}；2层=；3层=\r\n","ExceptionInfo":null}
G10->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"用户勾选的糊机糊间隙使用部位和材质匹配对应不上，使用默认情况处理","ExceptionInfo":null}
G11->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"{handle_func_name} {glue_part}糊间隙立即换材，材质={material},楞型={flute_type}","ExceptionInfo":null}
G12->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"{set_func_name}--糊机糊间隙设备写值完成,材质={material},楞型={flute_type}","ExceptionInfo":null}
G13->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"{set_func_name}--{glue_part}糊间隙没有启用，往设备写值动作终止","ExceptionInfo":null}
G14->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"{glue_part}糊间隙计算结果：车速值={speed1};最小糊间隙={min_glue1};最大糊间隙={max_glue1};最小克重={min_weight1};最大克重={max_weight1};当前胶水克重={current_glue_weight1};车速系数={speed_factor1};车速限制的最小值={min_speed1};QDM系数={qdm_factor1};界面系数={ui_factor1};计算结果：{value1}\r\n{glue_part}糊间隙计算结果：车速值={speed2};最小糊间隙={min_glue2};最大糊间隙={max_glue2};最小克重={min_weight2};最大克重={max_weight2};当前胶水克重={current_glue_weight2};车速系数={speed_factor2};车速限制的最小值={min_speed2};QDM系数={qdm_factor2};界面系数={ui_factor2};计算结果：{value2}\r\n{glue_part}糊间隙计算结果：车速值={speed3};最小糊间隙={min_glue3};最大糊间隙={max_glue3};最小克重={min_weight3};最大克重={max_weight3};当前胶水克重={current_glue_weight3};车速系数={speed_factor3};车速限制的最小值={min_speed3};QDM系数={qdm_factor3};界面系数={ui_factor3};计算结果：{value3}\r\n{glue_part}糊间隙计算结果：车速值={speed4};最小糊间隙={min_glue4};最大糊间隙={max_glue4};最小克重={min_weight4};最大克重={max_weight4};当前胶水克重={current_glue_weight4};车速系数={speed_factor4};车速限制的最小值={min_speed4};QDM系数={qdm_factor4};界面系数={ui_factor4};计算结果：{value4}\r\n{glue_part}糊间隙计算结果：车速值={speed5};最小糊间隙={min_glue5};最大糊间隙={max_glue5};最小克重={min_weight5};最大克重={max_weight5};当前胶水克重={current_glue_weight5};车速系数={speed_factor5};车速限制的最小值={min_speed5};QDM系数={qdm_factor5};界面系数={ui_factor5};计算结果：{value5}\r\n{glue_part}糊间隙计算结果：车速值={speed6};最小糊间隙={min_glue6};最大糊间隙={max_glue6};最小克重={min_weight6};最大克重={max_weight6};当前胶水克重={current_glue_weight6};车速系数={speed_factor6};车速限制的最小值={min_speed6};QDM系数={qdm_factor6};界面系数={ui_factor6};计算结果：{value6}\r\n{glue_part}糊间隙计算结果：车速值={speed7};最小糊间隙={min_glue7};最大糊间隙={max_glue7};最小克重={min_weight7};最大克重={max_weight7};当前胶水克重={current_glue_weight7};车速系数={speed_factor7};车速限制的最小值={min_speed7};QDM系数={qdm_factor7};界面系数={ui_factor7};计算结果：{value7}\r\n{glue_part}糊间隙计算结果：车速值={speed8};最小糊间隙={min_glue8};最大糊间隙={max_glue8};最小克重={min_weight8};最大克重={max_weight8};当前胶水克重={current_glue_weight8};车速系数={speed_factor8};车速限制的最小值={min_speed8};QDM系数={qdm_factor8};界面系数={ui_factor8};计算结果：{value8}\r\n","ExceptionInfo":null}
G15->{"Module":"{module}","Ip":"{ip}","Host":"{host}","UserName":{username},"Content":"即将往设备写值，但是因为该期间内又收到一个新的糊机糊间隙赋值任务，糊机糊间隙赋值任务取消","ExceptionInfo":null}
